"spkid","name","pha","epoch","a","e","i","w","om","ma","H","G","GM"
20054660,,N,2460600.5,1.477,0.2807,46.69,158.03,223.71,127.34,17.93,,
20054686,,N,2460600.5,1.777,0.3419,33.21,265.90,161.69,47.38,16.62,,
20054690,,N,2460600.5,1.63,0.2564,35.36,99.60,33.51,155.05,17.50,,
20054789,,N,2460600.5,1.776,0.2872,24.46,20.04,130.05,65.45,15.08,,
20055408,,N,2460600.5,1.1,0.2245,30.39,353.55,193.83,206.45,18.82,,
20055532,,N,2460600.5,1.794,0.6957,38.55,132.40,81.40,134.29,16.14,,
20065674,,N,2460600.5,1.665,0.3440,10.95,313.26,0.87,304.70,18.28,,
20065679,,Y,2460600.5,0.9148,0.2647,1.30,15.01,178.08,195.92,19.62,,
20065690,,Y,2460600.5,1.428,0.3632,11.14,63.37,180.10,212.30,19.06,,
20065706,,N,2460600.5,2.398,0.5554,9.63,8.74,349.19,237.11,16.57,,
20065717,,Y,2460600.5,1.395,0.2810,2.81,290.95,174.75,104.62,20.87,,
20065733,,N,2460600.5,1.154,0.4743,4.14,168.72,336.90,235.98,18.43,,
20065803,Didymos,Y,2460600.5,1.643,0.3833,3.41,319.60,72.99,339.93,18.11,,
20065909,,Y,2460600.5,1.091,0.5397,3.56,284.51,108.59,196.93,19.30,,
20065996,,N,2460600.5,2.935,0.6048,9.56,57.17,265.23,83.66,18.49,,
20066008,,N,2460600.5,1.426,0.3627,61.00,14.01,168.93,270.26,15.99,,
20066063,,N,2460600.5,0.991,0.7200,22.69,151.16,351.84,66.66,18.15,,
20066146,,N,2460600.5,0.7875,0.4838,5.41,84.91,101.97,230.70,14.42,,
20066251,,N,2460600.5,1.536,0.1979,11.28,142.54,196.19,25.17,17.04,,
20066253,,N,2460600.5,1.334,0.8379,19.50,261.13,157.34,243.40,18.40,,
20066272,,N,2460600.5,1.508,0.1433,51.32,68.40,66.38,343.38,17.24,,
20066391,Moshup,Y,2460600.5,0.6424,0.6884,38.88,192.65,244.90,296.90,16.64,,
20066400,,N,2460600.5,0.8554,0.5726,9.06,341.41,79.80,247.27,19.29,,
20066407,,N,2460600.5,1.198,0.1201,21.77,320.56,94.98,327.62,19.01,,
20066959,,N,2460600.5,2.538,0.5657,20.62,293.48,81.89,72.13,16.94,,
20067367,,Y,2460600.5,1.308,0.2127,9.02,184.84,264.51,248.94,17.12,,
20067381,,Y,2460600.5,1.321,0.5430,10.67,266.96,294.84,38.01,19.80,,
20067399,,N,2460600.5,1.301,0.3462,14.69,225.33,332.86,206.30,18.40,,
20068031,,N,2460600.5,1.376,0.1286,15.17,31.92,123.63,215.84,18.16,,
20068063,,N,2460600.5,2.334,0.4576,5.72,50.39,308.82,308.20,15.56,,
20068216,,Y,2460600.5,1.32,0.3267,17.99,48.74,18.13,301.79,16.62,,
20068267,,N,2460600.5,1.51,0.4273,38.83,317.44,8.00,163.23,17.04,,
20068278,,N,2460600.5,1.436,0.1143,2.62,234.60,99.04,107.98,18.50,,
20068346,,Y,2460600.5,1.507,0.4166,16.70,140.29,219.37,133.79,16.93,,
20068347,,Y,2460600.5,0.9616,0.3799,17.13,243.82,245.86,352.38,19.92,,
20068348,,N,2460600.5,2.155,0.8410,25.37,181.66,236.22,52.81,14.26,,
20068350,,N,2460600.5,1.67,0.2474,29.57,328.54,128.84,128.57,16.14,,
20068359,,N,2460600.5,1.517,0.1743,9.86,29.21,99.20,332.89,18.09,,
20068372,,Y,2460600.5,1.618,0.4160,8.11,322.33,252.96,157.97,18.97,,
20068548,,Y,2460600.5,1.707,0.4368,22.72,24.71,302.02,186.50,16.57,,
20068950,,Y,2460600.5,1.057,0.3443,25.15,255.57,236.21,54.57,16.39,,
20069230,Hermes,Y,2460600.5,1.655,0.6239,6.07,92.90,34.05,279.39,17.68,,
20085182,,Y,2460600.5,2.22,0.7777,3.12,243.23,339.40,59.27,17.13,,
20085184,,N,2460600.5,1.374,0.1844,33.88,322.78,226.38,300.45,18.41,,
20085236,,Y,2460600.5,1.234,0.3110,12.81,293.82,54.36,252.62,18.75,,
20085275,,N,2460600.5,1.891,0.4420,17.71,202.87,141.14,207.94,16.51,,
20085490,,N,2460600.5,3.764,0.6601,2.58,94.25,247.54,275.72,14.81,,
20085585,Mjolnir,Y,2460600.5,1.298,0.3563,4.08,95.42,2.31,37.53,21.64,,
20085628,,N,2460600.5,1.592,0.3314,13.03,50.59,66.73,141.97,17.29,,
20085640,,Y,2460600.5,1.58,0.4859,4.52,117.30,299.57,15.27,21.14,,
20085709,,N,2460600.5,1.646,0.3374,24.83,29.81,186.56,262.00,15.93,,
20085713,,Y,2460600.5,1.923,0.6388,10.79,103.13,40.95,239.57,15.78,,
20085770,,N,2460600.5,0.9977,0.3452,33.18,234.23,18.33,117.08,20.71,,
20085774,,Y,2460600.5,1.403,0.3288,13.59,50.15,64.62,178.64,19.10,,
20085804,,N,2460600.5,1.721,0.3543,27.66,269.88,285.68,71.26,15.36,,
20085818,,N,2460600.5,1.657,0.4160,62.72,301.22,235.64,306.51,15.46,,
20085839,,N,2460600.5,1.654,0.2481,9.32,199.67,28.51,271.64,16.63,,
20085867,,N,2460600.5,1.83,0.3021,0.95,287.87,254.12,103.83,18.30,,
20085938,,Y,2460600.5,1.853,0.4846,9.14,197.79,19.87,41.94,18.73,,
20085953,,N,2460600.5,0.7388,0.7030,12.60,172.42,180.45,358.20,18.15,,
20085989,,Y,2460600.5,0.8831,0.6329,17.07,309.25,130.15,338.43,17.11,,
20085990,,Y,2460600.5,1.008,0.3111,5.36,235.57,124.30,312.19,20.27,,
20086039,,Y,2460600.5,1.76,0.5789,7.13,120.81,311.62,217.35,15.97,,
20086067,,N,2460600.5,1.817,0.3236,30.55,301.86,136.04,32.99,16.46,,
20086324,,N,2460600.5,1.967,0.4346,34.60,75.33,293.64,60.76,15.83,,
20086326,,N,2460600.5,1.844,0.3627,34.31,312.61,78.44,350.00,17.42,,
20086450,,N,2460600.5,0.968,0.4148,18.11,215.60,124.84,76.04,18.45,,
20086666,,N,2460600.5,1.463,0.4271,29.01,258.87,186.91,1.21,16.92,,
20086667,,N,2460600.5,0.8594,0.5946,14.29,172.49,208.30,94.23,17.54,,
20086819,,Y,2460600.5,1.995,0.5059,10.06,150.30,164.88,212.48,17.47,,
20086829,,N,2460600.5,1.463,0.5750,14.37,31.41,78.46,353.40,15.83,,
20086878,,N,2460600.5,1.342,0.6186,9.47,214.92,230.99,314.19,17.68,,
20087024,,N,2460600.5,1.197,0.1898,14.43,84.94,230.50,157.59,18.73,,
20087025,,N,2460600.5,1.226,0.4835,25.32,359.61,120.49,46.30,18.14,,
20087309,,N,2460600.5,0.8475,0.4631,34.74,188.17,294.27,229.25,17.61,,
20087311,,N,2460600.5,1.59,0.5121,7.70,343.53,191.42,132.63,16.52,,
20087684,,Y,2460600.5,0.8587,0.6428,19.22,47.81,162.01,182.98,16.01,,
20088188,,N,2460600.5,2.008,0.3910,11.34,195.38,340.12,82.77,16.08,,
20088213,,N,2460600.5,0.954,0.5952,17.81,194.99,114.25,314.29,19.48,,
20088254,,Y,2460600.5,1.182,0.6296,1.52,140.23,272.11,166.57,17.77,,
20088263,,N,2460600.5,2.097,0.4326,38.79,241.58,232.82,319.85,15.69,,
20088264,,N,2460600.5,2.148,0.4526,12.08,201.46,104.92,138.78,17.01,,
20088710,,N,2460600.5,1.061,0.2701,21.90,329.36,202.83,243.30,17.67,,
20088959,,Y,2460600.5,1.724,0.5635,53.83,114.92,38.96,18.09,17.45,,
20089136,,Y,2460600.5,1.356,0.2530,1.91,67.20,175.90,332.59,20.28,,
20089355,,N,2460600.5,1.787,0.3086,22.66,85.04,103.04,164.77,15.80,,
20089830,,Y,2460600.5,2.078,0.5070,43.65,5.84,19.90,253.27,15.01,,
20089958,,Y,2460600.5,1.642,0.8864,9.91,222.94,188.16,186.10,17.21,,
20089959,,Y,2460600.5,1.735,0.5284,42.36,300.71,132.00,206.61,16.57,,
20090075,,Y,2460600.5,2.136,0.5755,8.91,30.77,226.73,128.37,15.37,,
20090147,,N,2460600.5,1.474,0.3316,28.00,105.07,282.69,80.67,18.31,,
20090367,,N,2460600.5,1.156,0.4263,16.88,313.86,86.82,332.13,17.94,,
20090373,,N,2460600.5,1.627,0.2046,9.87,218.74,189.40,36.65,18.81,,
20090403,,Y,2460600.5,1.234,0.2802,19.01,306.85,286.23,341.08,17.78,,
20090416,,Y,2460600.5,1.695,0.4924,7.83,233.29,326.76,117.11,18.86,,
20096189,Pygmalion,N,2460600.5,1.821,0.3070,14.00,293.18,287.18,234.83,16.48,,
20096315,,N,2460600.5,1.443,0.6435,6.65,356.29,293.03,210.78,17.05,,
20096536,,N,2460600.5,2.304,0.7771,41.12,22.67,199.42,216.61,15.45,,
20096590,,N,2460600.5,0.9079,0.3512,13.60,202.70,75.68,157.89,16.28,,
20096631,,N,2460600.5,1.699,0.2592,1.77,303.96,19.58,90.56,18.18,,
20096744,,N,2460600.5,2.095,0.7794,34.79,35.85,196.00,186.52,14.78,,
20097725,,N,2460600.5,1.798,0.3087,18.19,212.35,311.71,47.37,18.75,,
20098943,Torifune,N,2460600.5,1.032,0.2192,4.81,179.40,75.45,124.76,18.74,,
20099248,,Y,2460600.5,1.867,0.5073,10.61,61.58,284.11,359.76,16.55,,
20099799,,N,2460600.5,1.462,0.2757,7.56,249.91,122.35,147.33,18.54,,
20099907,,N,2460600.5,0.7284,0.5948,28.80,2.87,225.58,241.61,17.93,,
20099935,,N,2460600.5,1.654,0.6448,12.77,323.00,16.33,351.00,16.14,,
20099942,Apophis,Y,2460600.5,0.9224,0.1911,3.34,126.67,203.90,227.76,19.09,0.24,
20100004,,N,2460600.5,2.591,0.7026,15.70,13.72,76.30,253.30,16.49,,
20100085,,Y,2460600.5,2.651,0.6190,2.64,42.24,305.18,158.29,17.89,,
20100756,,N,2460600.5,2.264,0.5546,11.58,312.06,176.51,293.21,16.34,,
20100926,,N,2460600.5,1.783,0.4074,24.24,138.81,221.09,329.51,16.65,,
20101869,,Y,2460600.5,1.624,0.6109,4.77,268.84,110.92,52.69,19.47,,
20101873,,N,2460600.5,2.03,0.3932,45.78,295.25,128.78,179.62,16.43,,
20101955,Bennu,Y,2455562.5,1.126,0.2037,6.03,66.22,2.06,101.70,20.21,-0.03,4.8904e-9
20102873,,N,2460600.5,2.133,0.4666,7.46,220.45,72.59,73.68,17.63,,
20103067,,Y,2460600.5,1.844,0.5812,38.56,104.10,116.52,289.32,16.83,,
20105140,,N,2460600.5,0.9143,0.8169,32.54,281.67,237.29,35.84,15.74,,
20105141,,N,2460600.5,1.421,0.1890,14.82,115.95,123.70,162.99,19.11,,
20106538,,N,2460600.5,2.419,0.7655,10.33,41.76,163.38,72.49,16.28,,
20106589,,N,2460600.5,2.146,0.6176,14.37,11.83,163.36,153.16,16.02,,
20108519,,N,2460600.5,1.604,0.2709,16.40,343.88,267.25,195.38,17.95,,
20108906,,N,2460600.5,1.235,0.3604,20.93,344.02,172.05,103.40,17.90,,
20111253,,Y,2460600.5,1.754,0.4394,42.02,6.97,310.15,62.23,15.28,,
20112221,,N,2460600.5,2.272,0.4433,58.70,356.51,230.08,220.62,15.54,,
20112985,,N,2460600.5,2.22,0.4923,46.99,105.30,211.96,271.73,15.80,,
20115052,,N,2460600.5,1.669,0.3184,31.32,88.18,190.51,338.72,17.46,,
20136564,,N,2460600.5,1.865,0.3944,2.99,172.67,224.45,156.18,19.28,,
20136582,,N,2460600.5,1.342,0.0680,10.50,107.43,140.16,263.51,19.88,,
20136617,,Y,2460600.5,1.638,0.4169,4.68,24.92,268.51,103.64,17.97,,
20136618,,Y,2460600.5,1.573,0.3948,1.44,248.28,99.34,340.11,16.87,,
20136635,,N,2460600.5,1.574,0.1748,7.64,311.16,231.69,289.73,19.15,,
20136745,,N,2460600.5,2.366,0.4839,17.78,131.65,247.90,352.64,18.09,,
20136770,,N,2460600.5,1.838,0.4516,25.10,45.95,326.21,87.22,20.56,,
20136773,,N,2460600.5,1.585,0.1801,22.10,117.62,196.28,74.40,18.62,,
20136793,,N,2460600.5,1.147,0.4653,17.37,37.04,296.24,312.49,18.35,,
20136795,Tatsunokingo,Y,2460600.5,1.747,0.4780,10.99,147.57,50.13,340.73,18.11,,
20136818,Selqet,N,2460600.5,0.9375,0.3463,12.78,203.83,259.92,195.02,18.98,,
20136839,,N,2460600.5,1.485,0.3058,8.16,74.84,71.90,253.99,18.83,,
20136849,,Y,2460600.5,1.492,0.5785,7.79,97.80,110.68,204.65,17.72,,
20136874,,N,2460600.5,2.202,0.8842,21.16,193.40,197.54,94.70,15.75,,
20136897,,N,2460600.5,1.363,0.1247,38.88,120.14,211.85,134.65,18.57,,
20136900,,N,2460600.5,1.748,0.6367,10.98,239.25,205.95,248.24,17.39,,
20136923,,N,2460600.5,2.135,0.4414,6.62,287.35,51.07,83.66,16.31,,
20136993,,N,2460600.5,2.309,0.5956,24.48,48.08,18.21,140.98,17.85,,
20137032,,N,2460600.5,1.595,0.7636,25.49,252.54,358.37,10.40,16.67,,
20137044,,N,2460600.5,2.269,0.4289,4.38,166.77,334.99,162.25,16.81,,
20137052,Tjelvar,N,2460600.5,1.248,0.8097,14.91,209.91,64.27,253.23,17.06,,
20137062,,N,2460600.5,1.225,0.3153,22.52,172.59,45.62,270.84,16.77,,
20137064,,N,2460600.5,1.374,0.1950,19.50,97.61,36.10,338.85,18.84,,
20137078,,N,2460600.5,1.938,0.6380,23.15,9.65,324.44,243.21,16.42,,
20137084,,N,2460600.5,1.212,0.4967,26.56,358.32,272.98,318.55,16.48,,
20137099,,N,2460600.5,1.1,0.4627,28.79,194.84,94.27,289.11,18.29,,
20137108,,Y,2460600.5,1.459,0.5621,39.93,268.33,314.34,177.03,18.05,,
20137120,,Y,2460600.5,1.901,0.5490,8.97,222.00,339.46,272.88,18.30,,
20137125,,N,2460600.5,1.427,0.1319,34.23,268.27,321.91,300.66,18.80,,
20137126,,Y,2460600.5,1.772,0.6012,5.55,90.54,156.87,280.89,18.14,,
20137158,,N,2460600.5,1.18,0.6070,12.90,3.06,37.09,53.68,17.92,,
20137170,,N,2460600.5,0.8192,0.4625,25.66,253.42,155.85,249.07,14.67,,
20137175,,N,2460600.5,1.261,0.3412,16.43,328.35,116.22,95.62,18.34,,
20137199,,N,2460600.5,1.457,0.2927,16.57,76.50,104.88,211.76,16.98,,
20137427,,Y,2460600.5,2.44,0.6116,39.49,162.38,347.91,132.56,15.29,,
20137671,,N,2460600.5,1.435,0.1842,21.10,198.32,263.44,159.19,18.73,,
20137799,,N,2460600.5,1.321,0.0747,6.79,192.83,30.96,0.10,18.79,,
20137802,,N,2460600.5,1.777,0.3519,31.58,272.66,116.40,214.03,17.02,,
20137805,,N,2460600.5,0.8294,0.5583,16.75,292.86,349.53,90.64,16.73,,
20137911,,N,2460600.5,2.305,0.4940,3.76,312.39,29.36,44.96,17.73,,
20137924,,N,2460600.5,0.8764,0.8949,25.74,324.35,333.69,212.72,17.50,,
20137925,,N,2460600.5,1.292,0.7637,31.11,175.52,131.22,146.39,16.07,,
20138013,,N,2460600.5,1.598,0.6348,15.98,118.69,183.35,305.84,14.72,,
20138095,,Y,2460600.5,1.777,0.4145,60.69,2.58,43.46,220.12,15.98,,
20138127,,Y,2460600.5,0.6618,0.5331,26.46,197.86,155.75,76.31,17.11,,
20138155,,N,2460600.5,1.809,0.3195,25.45,281.56,177.70,82.58,17.22,,
20138175,,Y,2460600.5,1.004,0.2932,5.24,280.87,25.50,52.66,20.47,,
20138205,,N,2460600.5,2.584,0.6121,11.18,305.84,3.83,293.26,15.14,,
20138258,,N,2460600.5,0.7578,0.4767,32.14,16.98,358.12,220.10,18.98,,
20138325,,N,2460600.5,2.162,0.8048,25.73,164.45,173.33,222.29,16.68,,
20138359,,N,2460600.5,1.142,0.3613,20.24,4.75,43.98,185.55,17.98,,
20138404,,Y,2460600.5,1.139,0.3186,2.16,142.20,309.35,139.80,19.40,,
20138524,,Y,2460600.5,2.358,0.5678,6.25,181.27,226.58,207.91,16.88,,
20138727,,Y,2460600.5,2.105,0.6052,11.92,136.32,327.89,289.27,19.34,,
20138815,,N,2460600.5,2.089,0.3816,8.25,227.92,20.31,83.43,18.00,,
20138846,,N,2460600.5,2.182,0.5645,18.69,280.73,270.32,119.13,16.11,,
20138847,,N,2460600.5,1.619,0.2879,22.18,16.36,207.09,45.52,17.07,,
20138852,,N,2460600.5,1.002,0.2981,21.52,225.37,60.86,57.88,20.31,,
20138859,,N,2460600.5,1.573,0.5314,13.16,144.43,55.87,305.43,18.98,,
20138877,,N,2460600.5,2.14,0.5429,25.32,127.65,43.79,188.47,16.78,,
20138883,,N,2460600.5,1.536,0.3439,21.89,115.86,182.75,4.78,16.85,,
20138893,,N,2460600.5,1.173,0.7437,18.36,341.39,265.24,186.88,18.17,,
20138911,,N,2460600.5,1.35,0.0816,1.66,43.29,171.43,319.38,19.44,,
20138925,,N,2460600.5,1.897,0.3765,72.15,149.29,129.30,286.11,15.96,,
20138937,,N,2460600.5,2.073,0.6778,31.81,252.46,98.83,7.01,17.84,,
20138947,,N,2460600.5,1.119,0.2538,12.85,0.08,270.86,257.77,18.82,,
20138971,,Y,2460600.5,1.034,0.3334,7.92,271.93,353.67,115.89,18.52,,
20139047,,N,2460600.5,1.862,0.3858,46.99,346.27,149.52,112.04,17.39,,
20139056,,N,2460600.5,1.886,0.3281,4.73,110.68,111.15,19.40,19.18,,
20139211,,Y,2460600.5,1.86,0.4518,26.05,3.58,173.53,106.42,17.74,,
20139289,,N,2460600.5,1.26,0.8413,23.26,291.49,102.71,148.11,17.75,,
20139345,,N,2460600.5,1.805,0.7018,22.28,38.00,108.34,253.18,16.75,,
20139359,,Y,2460600.5,2.634,0.8700,5.96,302.40,84.57,138.82,16.53,,
20139622,,Y,2460600.5,1.421,0.3101,9.34,337.95,83.16,190.84,18.46,,
20140039,,Y,2460600.5,1.821,0.5679,4.85,31.03,197.14,222.91,18.08,,
20140158,,Y,2460600.5,1.347,0.4608,2.52,42.73,126.78,94.39,18.48,,
20140288,,Y,2460600.5,1.784,0.5082,53.19,225.64,357.06,344.42,16.74,,
20140333,,N,2460600.5,0.9619,0.4816,19.03,199.11,12.81,256.15,19.24,,
20140928,,N,2460600.5,1.519,0.2968,20.66,257.34,245.43,8.84,18.29,,
20141018,,N,2460600.5,1.399,0.2412,2.87,101.46,91.60,205.78,19.04,,
20141052,,N,2460600.5,1.245,0.5503,17.67,304.21,291.47,62.83,17.49,,
20141053,,Y,2460600.5,1.528,0.5795,2.73,31.39,316.21,67.95,18.86,,
20141056,,N,2460600.5,1.817,0.4439,28.89,300.68,259.09,34.31,17.32,,
20141078,,N,2460600.5,1.863,0.4509,11.47,270.84,234.60,312.87,18.74,,
20141079,,N,2460600.5,1.164,0.8283,28.55,0.90,251.44,305.78,17.76,,
20141354,,N,2460600.5,1.989,0.4505,10.93,0.86,203.91,13.34,17.37,,
20141424,,N,2460600.5,0.9799,0.1768,6.88,331.79,8.66,278.89,20.65,,
20141432,,Y,2460600.5,0.9762,0.4275,2.47,272.65,81.34,241.70,20.06,,
20141447,,N,2460600.5,2.389,0.5023,31.95,7.63,151.00,44.30,17.13,,
20141484,,N,2460600.5,0.8579,0.3695,16.60,94.16,234.23,279.38,16.31,,
20141495,,Y,2460600.5,1.114,0.8021,2.35,317.78,51.88,194.78,18.47,,
20141498,,N,2460600.5,0.9216,0.5666,30.14,25.35,262.89,329.63,18.49,,
20141525,,Y,2460600.5,1.087,0.7245,34.04,308.11,38.84,251.11,18.07,,
20141526,,N,2460600.5,1.014,0.3223,30.10,173.39,174.67,261.01,20.20,,
20141527,,Y,2460600.5,1.513,0.6268,9.20,247.69,187.48,82.57,18.94,,
20141531,,N,2460600.5,0.9921,0.5290,22.55,8.32,40.81,1.94,19.15,,
20141593,,Y,2460600.5,2.002,0.5287,2.35,2.25,306.98,301.23,18.32,,
20141614,,Y,2460600.5,1.624,0.5361,7.19,127.39,200.62,269.02,19.52,,
20141670,,N,2460600.5,2.386,0.4845,13.31,192.15,144.19,345.17,16.85,,
20141761,,N,2460600.5,2.576,0.5088,18.91,159.89,151.47,136.00,17.44,,
20141765,,N,2460600.5,2,0.4690,33.07,270.20,100.30,255.25,16.31,,
20141851,,Y,2460600.5,1.198,0.8501,19.13,224.53,304.00,11.09,17.81,,
20141874,,N,2460600.5,1.835,0.3487,10.99,291.07,143.60,255.01,17.83,,
20142040,,N,2460600.5,1.667,0.3446,28.25,160.54,226.38,74.23,16.26,,
20142348,,N,2460600.5,2.065,0.4575,6.07,324.37,96.63,130.18,18.33,,
20142464,,N,2460600.5,1.234,0.1548,16.28,29.32,191.82,184.48,18.37,,
20142555,,N,2460600.5,2.633,0.5632,23.40,267.98,219.18,40.21,16.39,,
20142561,,N,2460600.5,1.674,0.2932,16.65,122.48,150.13,137.96,18.21,,
20142563,,N,2460600.5,1.66,0.3436,20.49,192.29,341.95,324.34,17.21,,
20142781,,N,2460600.5,1.951,0.3879,41.03,229.03,228.97,340.20,16.25,,
20143381,,N,2460600.5,2.596,0.5110,5.47,114.07,292.12,112.28,16.21,,
20143404,,Y,2460600.5,1.968,0.6075,2.66,89.36,181.18,242.26,16.95,,
20143409,,N,2460600.5,1.95,0.3505,8.16,44.47,163.70,309.45,17.91,,
20143487,,Y,2460600.5,2.124,0.7301,4.99,88.83,177.06,329.95,18.94,,
20143527,,N,2460600.5,1.661,0.3522,17.31,242.20,181.71,109.24,18.66,,
20143624,,Y,2460600.5,1.967,0.5773,35.54,47.18,195.84,262.55,15.96,,
20143637,,N,2460600.5,1.746,0.8838,43.57,260.69,144.48,67.54,16.58,,
20143643,,N,2460600.5,2.181,0.4179,11.15,324.00,284.96,227.33,18.31,,
20143649,,Y,2460600.5,1.085,0.1870,62.10,104.96,0.99,174.10,17.39,,
20143651,,Y,2460600.5,2.133,0.5262,11.62,183.60,58.17,335.50,16.09,,
20143678,,N,2460600.5,1.649,0.3286,13.86,142.00,2.78,296.99,16.39,,
20143947,,N,2460600.5,2.182,0.6545,21.03,135.73,217.49,225.85,15.37,,
20143992,,Y,2460600.5,1.971,0.5538,27.13,57.98,315.62,205.38,16.16,,
20144332,,Y,2460600.5,1.423,0.2898,55.89,186.41,171.13,206.42,16.61,,
20144411,,N,2460600.5,1.917,0.5338,8.79,8.19,288.79,219.83,16.55,,
20144861,,N,2460600.5,2.509,0.7491,39.40,199.49,159.19,346.90,15.43,,
20144898,,Y,2460600.5,1.508,0.5886,4.22,90.98,223.98,306.24,18.89,,
20144900,,Y,2460600.5,0.9683,0.6557,36.25,43.93,208.85,29.68,18.29,,
20144901,,N,2460600.5,1.64,0.5220,13.04,232.48,41.98,271.07,17.53,,
20144922,,N,2460600.5,2.132,0.4126,8.23,213.66,8.73,85.54,17.36,,
20145656,,N,2460600.5,2.642,0.5551,11.09,100.88,174.38,10.75,16.43,,
20152558,,N,2460600.5,2.014,0.4415,38.14,115.10,172.16,0.22,16.86,,
20152560,,Y,2460600.5,1.443,0.3979,3.45,80.99,268.81,256.49,19.23,,
20152561,,Y,2460600.5,1.454,0.4857,19.58,68.96,359.29,279.78,19.10,,
20152563,,N,2460600.5,0.9079,0.2716,7.25,336.55,315.19,146.53,19.71,,
20152564,,N,2460600.5,1.391,0.5617,13.32,128.34,213.37,228.17,19.63,,
20152575,,N,2460600.5,2.679,0.5275,12.35,190.55,33.66,333.31,17.10,,
20152637,,Y,2460600.5,0.8649,0.2085,16.72,16.59,96.46,115.84,17.87,,
20152664,,Y,2460600.5,2.525,0.7143,3.42,85.47,353.60,264.00,19.68,,
20152667,,N,2460600.5,2.809,0.7067,6.67,158.56,129.85,208.78,16.42,,
20152671,,Y,2460600.5,1.129,0.3659,2.68,188.16,163.64,286.27,20.24,,
20152679,,N,2460600.5,2.251,0.5524,4.93,120.32,205.72,262.32,16.67,,
20152680,,Y,2460600.5,1.448,0.6396,10.93,260.12,98.54,16.67,19.50,,
20152685,,Y,2460600.5,1.346,0.5729,0.15,39.24,122.28,349.07,19.34,,
20152742,,N,2460600.5,0.8781,0.7392,13.43,353.16,280.02,257.41,19.10,,
20152754,,Y,2460600.5,1.191,0.4974,2.02,134.97,314.42,283.40,19.31,,
20152756,,N,2460600.5,1.451,0.4149,15.23,101.59,229.02,148.48,18.99,,
20152770,,Y,2460600.5,1.879,0.6542,7.14,284.58,178.16,231.90,18.41,,
20152787,,N,2460600.5,1.364,0.2316,15.95,137.47,1.88,151.99,18.61,,
20152828,,Y,2460600.5,1.162,0.5231,5.15,319.24,221.94,253.70,21.28,,
20152889,,N,2460600.5,1.679,0.6409,41.55,222.47,141.75,173.00,16.53,,
20152895,,N,2460600.5,2.287,0.4952,2.97,174.39,29.74,15.54,18.17,,
20152931,,N,2460600.5,0.9297,0.4557,28.58,278.02,52.88,337.31,16.34,,
20152941,,N,2460600.5,1.481,0.6808,8.73,343.99,18.52,81.82,17.62,,
20152942,,N,2460600.5,1.938,0.4571,27.08,235.42,8.16,15.85,16.74,,
20152952,,N,2460600.5,1.383,0.1870,55.29,280.20,358.69,304.86,17.57,,
20152964,,N,2460600.5,1.397,0.3934,13.23,333.08,114.86,22.31,17.80,,
20152978,,Y,2460600.5,1.162,0.2367,25.01,240.80,57.85,134.02,19.57,,
20153002,,Y,2460600.5,1.341,0.7961,31.43,233.45,213.04,307.51,18.28,,
20153195,,N,2460600.5,1.301,0.6190,41.11,262.90,21.38,99.60,17.51,,
20153201,,Y,2460600.5,0.9111,0.7808,7.77,213.75,69.20,219.51,19.30,,
20153219,,N,2460600.5,2.089,0.4356,40.33,0.99,116.54,313.41,18.54,,
20153220,,Y,2460600.5,2.542,0.6683,6.23,142.59,64.22,288.37,17.41,,
20153243,,N,2460600.5,1.299,0.5306,35.97,9.39,311.90,89.81,17.50,,
20153249,,N,2460600.5,2.118,0.5905,41.24,298.00,328.82,174.90,15.57,,
20153267,,N,2460600.5,1.781,0.6140,9.68,330.53,75.53,7.70,17.90,,
20153271,,N,2460600.5,1.557,0.4026,21.65,270.82,12.04,339.35,17.41,,
20153306,,N,2460600.5,2.553,0.5233,26.98,272.34,226.64,297.49,16.79,,
20153311,,Y,2460600.5,2.502,0.6459,28.40,218.52,142.33,304.13,17.40,,
20153315,,N,2460600.5,1.237,0.4496,34.70,288.41,112.53,248.58,19.55,,
20153349,,N,2460600.5,1.8,0.6382,10.55,291.42,283.61,257.58,18.65,,
20153415,,N,2460600.5,0.8915,0.2139,50.21,244.28,317.67,290.70,17.01,,
20153460,,N,2460600.5,1.414,0.5814,10.09,30.44,211.44,307.33,19.71,,
20153591,,Y,2460600.5,1.988,0.4799,6.69,173.04,325.72,343.42,17.11,,
20153792,,N,2460600.5,2.099,0.7426,10.48,246.11,274.54,153.29,18.16,,
20153814,,Y,2460600.5,1.712,0.4670,1.92,44.67,277.35,110.47,18.29,,
20153842,,N,2460600.5,2.751,0.5668,9.00,219.45,139.83,38.21,16.70,,
20153951,,N,2460600.5,1.836,0.3418,15.46,215.16,314.38,20.25,18.75,,
20153953,,N,2460600.5,1.773,0.8089,31.01,9.80,2.57,262.64,16.84,,
20153957,,N,2460600.5,2.532,0.7589,46.54,73.16,89.72,221.10,17.76,,
20153958,,Y,2460600.5,1.703,0.4515,4.64,197.96,144.37,166.89,18.36,,
20154007,,N,2460600.5,1.818,0.3473,2.73,23.77,214.24,29.03,18.12,,
20154019,,Y,2460600.5,1.325,0.3601,4.97,80.88,142.84,264.53,22.07,,
20154020,,N,2460600.5,1.541,0.5897,12.12,222.22,145.32,7.00,19.07,,
20154029,,N,2460600.5,1.89,0.4623,44.19,319.41,346.14,170.93,16.51,,
